h3_cell,hotspot_name,center_lat,center_lon,PCRI,priority_score,confidence,enforcement_tier,violations,persistence_pct,chronicity_score,dominant_violation,root_cause,recommendation,peak_hour,insight
8960169601bffff,"16th B Cross Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",13.099164114117647,77.57746534117648,9.683135185749778,10.903313267952138,47.37184578426984,Low,85,15.1,67.26064417342796,NO PARKING,General Illegal Parking,Routine monitoring,23,"16th B Cross Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India) has a PCRI of 9.7 from 85 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
8961892184bffff,"Whitefield Main Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",13.003832366220642,77.75697404499546,9.670287919636728,13.473930446963916,44.716776014204704,Low,66,23.7,99.65121507956589,NO PARKING,General Illegal Parking,Routine monitoring,4,"Whitefield Main Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India) has a PCRI of 9.7 from 66 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8961892ebb3ffff,"Robertson Road, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.997433723404255,77.61435548829787,9.623627878977741,11.86619156091452,48.43033995371101,Low,94,18.4,83.79133480544995,NO PARKING,General Illegal Parking,Routine monitoring,21,"Robertson Road, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India) has a PCRI of 9.6 from 94 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892cb8bffff,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.057597907107997,77.59262489412365,9.56206129098234,13.778849361978757,45.628903512012734,Low,72,25.0,107.26148602870977,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India) has a PCRI of 9.6 from 72 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
89601458483ffff,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.9710482384,77.53686187759999,9.547978173918098,9.841457429767205,51.433708561085,Low,125,11.8,57.06812650202745,WRONG PARKING,General Illegal Parking,Routine monitoring,23,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India) has a PCRI of 9.5 from 125 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89618925e97ffff,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.937335489014554,77.62696894732149,9.530383586720845,19.034901114963585,51.433708561085,Medium,125,42.1,203.60746828265724,WRONG PARKING,General Illegal Parking,Routine monitoring,8,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India) has a PCRI of 9.5 from 125 violations. Primary issue: General Illegal Parking. Recommended enforcement around 8:00."
8960145a20bffff,"3rd Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",12.966643867105264,77.547861225,9.527443717321473,14.543712740352872,46.19623636755979,Medium,76,27.6,119.88902964316169,NO PARKING,General Illegal Parking,Routine monitoring,22,"3rd Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India) has a PCRI of 9.5 from 76 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
89601458687ffff,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",12.991867973109244,77.53837125630251,9.374985958855104,9.67142374578776,50.914826673548404,Low,119,11.8,56.49240256482815,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India) has a PCRI of 9.4 from 119 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8960145b0bbffff,"Deena Seva Sangh Road, PNR Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India)",12.98796923364486,77.57251905981309,9.311878442397651,10.991318663200426,49.7943208468717,Low,107,16.4,76.7869521248372,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"Deena Seva Sangh Road, PNR Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India) has a PCRI of 9.3 from 107 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892428fffff,"Hosapalya Main Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.906189085,77.63788889166668,9.282852515461204,12.497539432454067,43.719016452982125,Low,60,21.7,89.20596285256086,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,23,"Hosapalya Main Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 9.3 from 60 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 23:00."
8960145b60bffff,"VP Deenadayalu Naidu Road, Rajappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",13.004227478461539,77.59500237538461,9.262844314430883,7.897640307751297,44.55684865334648,Low,65,6.6,27.651721297374404,WRONG PARKING,General Illegal Parking,Routine monitoring,19,"VP Deenadayalu Naidu Road, Rajappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India) has a PCRI of 9.3 from 65 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
8960145b1c3ffff,"80 Feet Ring Road, Block 4, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",12.985772131967213,77.56008827622951,9.218147605492629,9.956780730069957,51.17743184504584,Low,122,13.2,63.520833490915905,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"80 Feet Ring Road, Block 4, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India) has a PCRI of 9.2 from 122 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89601458037ffff,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.990233316393443,77.50482237540984,9.194001594114285,10.80602745547429,43.89194658974038,Low,61,16.4,67.6850039147395,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India) has a PCRI of 9.2 from 61 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8960145a65bffff,"Pampa Mahakavi Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.957706929629628,77.57200035,9.132657412529142,8.549211041493873,42.61786453352816,Low,54,9.2,36.86746530413873,NO PARKING,General Illegal Parking,Routine monitoring,3,"Pampa Mahakavi Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 9.1 from 54 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
8960145a6dbffff,"Siri Vasavi Temple Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",12.9493440129268,77.57640638030615,9.033738344589768,11.303717501550349,47.247458762985126,Low,84,18.4,81.74478311942183,NO PARKING,General Illegal Parking,Routine monitoring,22,"Siri Vasavi Temple Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 9.0 from 84 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8960145b153ffff,"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",12.992615968421052,77.55859723157896,9.027814977673367,8.156444083650053,50.46220648998505,Low,114,7.9,37.48496381406968,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India) has a PCRI of 9.0 from 114 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8960169668fffff,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.099342137579347,77.59745518252375,8.943948899680429,9.603630563922925,44.0621097252904,Low,62,13.2,54.689378388368226,WRONG PARKING,General Illegal Parking,Routine monitoring,20,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India) has a PCRI of 8.9 from 62 violations. Primary issue: General Illegal Parking. Recommended enforcement around 20:00."
8961892c953ffff,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.043012115299675,77.59048639680569,8.894432931873789,9.943003683322319,42.99772523773474,Low,56,14.5,58.62424338360098,WRONG PARKING,General Illegal Parking,Routine monitoring,20,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India) has a PCRI of 8.9 from 56 violations. Primary issue: General Illegal Parking. Recommended enforcement around 20:00."
8961892ce87ffff,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",13.045509112371136,77.62711825670104,8.892828579784487,8.216126032052278,48.76098738599873,Low,97,8.6,39.43072031656692,NO PARKING,General Illegal Parking,Routine monitoring,8,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India) has a PCRI of 8.9 from 97 violations. Primary issue: General Illegal Parking. Recommended enforcement around 8:00."
8960145b6b3ffff,"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.991608583870967,77.59390045053763,8.77714168671564,12.296967116311004,48.31779954813912,Low,93,22.4,101.76980312284807,NO PARKING,General Illegal Parking,Routine monitoring,0,"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 8.8 from 93 violations. Primary issue: General Illegal Parking. Recommended enforcement around 0:00."
8960145939bffff,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",13.05502412638889,77.53485321666666,8.769607716707444,13.04548005440324,45.628903512012734,Low,72,25.0,107.26148602870977,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India) has a PCRI of 8.8 from 72 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
896189262a7ffff,"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.85093054137931,77.65745046896551,8.76149666635392,6.302353034351389,50.6455725683653,Low,116,2.6,12.381652230474167,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India) has a PCRI of 8.8 from 116 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
89601458443ffff,"80 Feet Road, Papajan Garden, KHB Colony Stage 2, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",12.986300766073043,77.53722477917766,8.706011897807867,7.820532657267797,48.0890817205038,Low,91,7.9,35.72212975868742,WRONG PARKING,General Illegal Parking,Routine monitoring,4,"80 Feet Road, Papajan Garden, KHB Colony Stage 2, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India) has a PCRI of 8.7 from 91 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
89618925533ffff,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.916408737962964,77.65171594907407,8.665745435763375,15.805351395229394,49.89233968896883,Medium,108,34.2,160.44409757223673,NO PARKING,General Illegal Parking,Routine monitoring,5,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India) has a PCRI of 8.7 from 108 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b487ffff,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.970079477631579,77.59164112631579,8.655084824267053,10.544906384791448,46.19623636755979,Low,76,17.1,74.279072713698,NO PARKING,General Illegal Parking,Routine monitoring,0,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 8.7 from 76 violations. Primary issue: General Illegal Parking. Recommended enforcement around 0:00."
89618924233ffff,"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.907925092106185,77.62861502399029,8.493952533507827,7.969723257981476,43.89194658974038,Low,61,9.2,37.96963634241484,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 8.5 from 61 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b397ffff,"5th Cross Road, Mariappanapalya, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",12.99728094057971,77.56025344927536,8.462604338496767,9.747278124565245,45.18261555196712,Low,69,15.1,64.15227815494532,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"5th Cross Road, Mariappanapalya, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India) has a PCRI of 8.5 from 69 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618924e6fffff,"24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",12.905494204347827,77.58581746376812,8.427812975134632,10.930886229324468,45.18261555196712,Low,69,19.1,81.14625912314277,WRONG PARKING,General Illegal Parking,Routine monitoring,4,"24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India) has a PCRI of 8.4 from 69 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8960145a64bffff,"4th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.958832751780474,77.57001677721031,8.414863679916545,8.904540443272822,44.39447955924741,Low,64,12.5,52.17984087369546,NO PARKING,General Illegal Parking,Routine monitoring,3,"4th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 8.4 from 64 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
89618925433ffff,"Outer Ring Road, Kristal Campus 2, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.92376119505089,77.67230801769232,8.381039842762346,10.294607004626288,46.46894282436673,Low,78,17.1,74.71755827718607,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Outer Ring Road, Kristal Campus 2, Bellandur, Bengaluru, Karnataka. Pin-560103 (India) has a PCRI of 8.4 from 78 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8961892cd23ffff,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.023410299009901,77.59241841782179,8.373637391423705,8.532544949049571,49.18644288280344,Low,101,11.2,51.79969550878383,WRONG PARKING,General Illegal Parking,Routine monitoring,2,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India) has a PCRI of 8.4 from 101 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8960145b093ffff,"Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.984104248214285,77.57960253750001,8.365006567960407,9.63542145371845,42.99772523773474,Low,56,15.1,61.05007414430171,NO PARKING,General Illegal Parking,Routine monitoring,5,"Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 8.4 from 56 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
896189242a3ffff,"Hosur Road, Bommanahalli Industrial Area, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.903776555985555,77.63111802747586,8.357005228245804,10.023153461186606,42.99772523773474,Low,56,16.4,66.30604079248661,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,6,"Hosur Road, Bommanahalli Industrial Area, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 8.4 from 56 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 6:00."
8960145a26fffff,"7th Main Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.973659886956522,77.5411807942029,8.350141813114856,8.640161139291708,45.18261555196712,Low,69,11.8,50.13224385618244,WRONG PARKING,General Illegal Parking,Routine monitoring,3,"7th Main Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India) has a PCRI of 8.4 from 69 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
89618925b57ffff,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",12.961482886885246,77.58886047868852,8.276891217740747,11.78100379505241,43.89194658974038,Low,61,22.4,92.44781022501004,NO PARKING,General Illegal Parking,Routine monitoring,5,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India) has a PCRI of 8.3 from 61 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618925b97ffff,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",12.946202061818182,77.58818090545455,8.274686222144146,8.547139167966511,42.80949078248586,Low,55,11.8,47.49914995067477,NO PARKING,General Illegal Parking,Routine monitoring,4,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 8.3 from 55 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
89618925c8bffff,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.922553000371423,77.62264369847038,8.191560657199735,8.722735428157174,46.60271778424883,Low,79,12.5,54.77533293342351,NO PARKING,General Illegal Parking,Routine monitoring,19,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India) has a PCRI of 8.2 from 79 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
8961892e493ffff,"ITPL Main Road, DSR Spring Beauty Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.967438129761904,77.71503395952381,8.122931894228866,9.67054599202577,47.247458762985126,Low,84,15.8,70.193889852547,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"ITPL Main Road, DSR Spring Beauty Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India) has a PCRI of 8.1 from 84 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892db6fffff,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",13.122004407142859,77.61111762285714,8.043041669088161,10.363693583087425,45.33346870657189,Low,70,18.4,78.4333097375602,WRONG PARKING,General Illegal Parking,Routine monitoring,20,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India) has a PCRI of 8.0 from 70 violations. Primary issue: General Illegal Parking. Recommended enforcement around 20:00."
89601458417ffff,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",12.975865457142856,77.53120236309525,7.969550674279216,8.92069793282417,47.247458762985126,Low,84,13.8,61.30858733956637,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India) has a PCRI of 8.0 from 84 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
89618925b4fffff,"Sri Dharmaraya Swamy Temple Main Road, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)",12.966299189393938,77.58710270454546,7.919740301398182,11.641135334067519,44.716776014204704,Low,66,23.0,96.70793024599222,WRONG PARKING,General Illegal Parking,Routine monitoring,1,"Sri Dharmaraya Swamy Temple Main Road, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India) has a PCRI of 7.9 from 66 violations. Primary issue: General Illegal Parking. Recommended enforcement around 1:00."
8961892e2a7ffff,"MBT Road, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",13.006995896470588,77.6882511482353,7.879301520539836,9.629107779239119,47.37184578426984,Low,85,16.4,73.05129565855752,WRONG PARKING,General Illegal Parking,Routine monitoring,19,"MBT Road, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India) has a PCRI of 7.9 from 85 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
89618924c5bffff,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.881890182608696,77.5958751326087,7.8192753761472655,14.600350794957315,48.20405547903995,Medium,92,32.9,149.12252332474213,WRONG PARKING,General Illegal Parking,Routine monitoring,1,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India) has a PCRI of 7.8 from 92 violations. Primary issue: General Illegal Parking. Recommended enforcement around 1:00."
89618925943ffff,"T Mariyappa Road, Block 1, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",12.941055892753624,77.58480983478262,7.815315755631677,11.154329530332227,45.18261555196712,Low,69,21.7,92.1923467524711,NO PARKING,General Illegal Parking,Routine monitoring,5,"T Mariyappa Road, Block 1, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India) has a PCRI of 7.8 from 69 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8961892cc1bffff,"Kempegowda Road, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)",13.031957642857142,77.62354723928571,7.6790808138808035,5.20124529887959,42.99772523773474,Low,56,2.6,10.51193329636983,NO PARKING,General Illegal Parking,Routine monitoring,21,"Kempegowda Road, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India) has a PCRI of 7.7 from 56 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892e3d7ffff,"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",13.004846383076924,77.68428441692308,7.6664706111281635,8.213603138569942,44.55684865334648,Low,65,12.5,52.37068427533031,WRONG PARKING,General Illegal Parking,Routine monitoring,2,"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India) has a PCRI of 7.7 from 65 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8961892eecbffff,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",13.003515215492959,77.66278176056338,7.646951370565139,5.804262955210742,45.482211957572126,Low,71,4.6,19.672664147473853,NO PARKING,General Illegal Parking,Routine monitoring,22,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India) has a PCRI of 7.6 from 71 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892596fffff,"Market Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.943641666242822,77.57359778829161,7.60050164193105,11.946975056507913,44.0621097252904,Low,62,25.0,103.57836815978831,NO PARKING,General Illegal Parking,Routine monitoring,23,"Market Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 7.6 from 62 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89618924257ffff,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.915512706756756,77.6382905527027,7.586269995375414,11.558546793152505,45.916352607235055,Low,74,23.7,102.32446829081054,NO PARKING,General Illegal Parking,Routine monitoring,5,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India) has a PCRI of 7.6 from 74 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b1c7ffff,"Old Mysore Road, Block 4E, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.984825310526315,77.55697291052633,7.583166174986652,11.52751237500167,43.18268588378928,Low,57,23.7,96.23249934995013,WRONG PARKING,General Illegal Parking,Routine monitoring,23,"Old Mysore Road, Block 4E, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India) has a PCRI of 7.6 from 57 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
8961892f557ffff,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",13.026393524,77.720611066,7.5269280425776826,9.45779213074551,41.81484404700885,Low,50,17.1,67.23421831958598,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,3,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India) has a PCRI of 7.5 from 50 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 3:00."
89618924a5bffff,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.919676969387757,77.58368588163265,7.478982677677318,13.505095838104687,48.86895754264605,Low,98,30.3,139.23213145907806,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India) has a PCRI of 7.5 from 98 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
89618925c43ffff,"1st Cross Road, Block 5A, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.933766610769231,77.62314754923078,7.411253697776049,9.16282518744135,44.55684865334648,Low,65,16.4,68.71033776923336,NO PARKING,General Illegal Parking,Routine monitoring,3,"1st Cross Road, Block 5A, Koramangala, Bengaluru, Karnataka. Pin-560095 (India) has a PCRI of 7.4 from 65 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
89618925ba3ffff,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",12.948256177777777,77.58010952129631,7.377381077681784,9.415477352107537,49.89233968896883,Low,108,17.1,80.22204878611836,NO PARKING,General Illegal Parking,Routine monitoring,21,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 7.4 from 108 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
89618925b83ffff,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",12.947143756000001,77.590610432,7.331531486180773,7.666021828078332,41.81484404700885,Low,50,11.8,46.39554246614705,NO PARKING,General Illegal Parking,Routine monitoring,21,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India) has a PCRI of 7.3 from 50 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892c923ffff,"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",13.03714519883721,77.57460028953489,7.307172184329596,7.703115929817872,47.494794773088856,Low,86,11.8,52.697715800124094,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India) has a PCRI of 7.3 from 86 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
